file,n,m,weighted,opt,algo,con,run,rec,del
girgs/girg1700_0.soap,10001,8509485,1,1000009999,spaghetti,51,242577,0,0
girgs/girg1700_1.soap,10001,8508574,1,1000009999,gabow,89,1657,0,2
girgs/girg1700_1.soap,10001,8508574,1,1000009999,spaghetti,49,249516,0,0
girgs/girg1700_2.soap,10001,8511267,1,1000009999,gabow,82,1667,0,2
girgs/girg1700_2.soap,10001,8511267,1,1000009999,spaghetti,50,184093,0,0
girgs/girg1700_3.soap,10001,8506570,1,1000009999,gabow,78,1624,0,2
girgs/girg1700_3.soap,10001,8506570,1,1000009999,spaghetti,48,245720,0,0
girgs/girg1700_4.soap,10001,8512920,1,1000009999,gabow,82,1629,0,2
girgs/girg1700_4.soap,10001,8512920,1,1000009999,spaghetti,55,234591,0,0
girgs/girg1700_5.soap,10001,8510059,1,1000009999,gabow,79,1627,0,2
girgs/girg1700_5.soap,10001,8510059,1,1000009999,spaghetti,49,227629,0,0
girgs/girg1700_6.soap,10001,8510426,1,1000009999,gabow,79,1617,0,2
